accuracy,precision,recall,f1,roc_auc,pr_auc,threshold,tn,model,threshold_mean,threshold_std,tn_mean,degenerescence_pass,score,rank
0.8004333333333333,0.8240086915764351,0.7684666666666666,0.7933903370096558,0.8691956444444443,0.8608352360917593,0.5525,2497.2,Árvore de Decisão,0.5525,0.06297320858904998,2497.2,True,0.7874717381726953,1
0.7962,0.8106323564367255,0.7732666666666667,0.7913893898146729,0.8218078777777776,0.8097454856772867,0.374,2457.4,SVM,0.374,0.06943072086619871,2457.4,True,0.7866016704099107,2
0.7998333333333333,0.8306915378730318,0.7536,0.7901187733393138,0.8690976777777777,0.8825764542690674,0.5225000000000001,2538.2,Rede Neural,0.5225000000000001,0.023116552511133696,2538.2,True,0.7807426960160823,3
0.5,0.5,1.0,0.6666666666666666,0.5,0.5,0.5,0.0,Sempre Positivo,0.5,0.0,0.0,False,0.775,4
0.5,0.5,1.0,0.6666666666666666,0.5,0.5,0.5,0.0,Sempre Majoritário,0.5,0.0,0.0,False,0.775,5
0.6600666666666667,0.7337424817583565,0.5033333333333333,0.5964062084925866,0.6985193,0.6963193452115154,0.5075000000000001,2450.4,Regressão Logística,0.5075000000000001,0.011858541225631451,2450.4,True,0.5814899014781961,6
0.5189333333333334,0.84053361478941,0.046799999999999994,0.0885788302542543,0.5926918666666666,0.5965594689862587,0.5,2973.2,Naive Bayes,0.5,0.0,2973.2,True,0.22560702462802112,7
